ID;TaskID;TaskDescription;TaskAssignDuration;TaskCostPerHour;TaskCategory;ExecutionFinishDate;ExecutionDelay (hours);ExecutionBriefDescription;FreelancerID;FreelancerName;FreelancerExpertise;FreelancerEMail;FreelancerNIF;FreelancerBanckAccout;FreelancerAddress;FreeLancerCountry
2748;2649;Mobile Application Development;56;18;Software Development;20/01/2020;-6;High Quality Work;MS3;Maria Sousa;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2749;2650;Mobile Application Development;49;20;Software Development;15/01/2020;9;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;jw@gmail.com;223654587;US120010001234567891;Boulevard Royal, 100;USA
2750;2651;Mobile Application Development;85;38;Software Development;02/04/2020;8;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Junior;Marion190@hotmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Luxembourg
2751;2652;Mobile Application Development;54;22;Software Development;16/04/2020;3;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2752;2653;Mobile Application Development;67;20;Software Development;06/01/2020;-5;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2753;2654;Mobile Application Development;71;14;Software Development;24/05/2020;-2;High Quality Work;JW1;Marion Antoine;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Street 92, 90, New York;Portugal
2754;2655;Mobile Application Development;99;31;Software Development;09/05/2020;-2;High Quality Work;MA1;Maria Sousa;Senior;jw@gmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2755;2656;Mobile Application Development;88;49;Software Development;08/04/2020;7;Non-expert, problem unsolved;MS3;John Wayne;Junior;Marion190@hotmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2756;2657;Mobile Application Development;32;51;Software Development;09/05/2020;-9;Non-expert, problem unsolved;MA1;Marion Antoine;Junior;jw@gmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Portugal
2757;2658;Mobile Application Development;74;58;Network Administration;20/05/2020;0;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2758;2659;Mobile Application Development;48;23;Software Development;20/05/2020;-5;Non-expert, problem unsolved;MA1;Maria Sousa;Junior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;USA
2759;2660;Mobile Application Development;89;16;Software Development;11/04/2020;5;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Junior;ms10@isep.ipp.pt;223654587;US120010001234567891;Boulevard Royal, 100;USA
2760;2661;Mobile Application Development;21;46;Network Administration;03/04/2020;7;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;jw@gmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2761;2662;Mobile Application Development;59;10;Network Administration;06/04/2020;2;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Senior;jw@gmail.com;921654987;US120010001234567891;Street 92, 90, New York;Luxembourg
2762;2663;Mobile Application Development;27;23;Network Administration;15/03/2020;-10;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;jw@gmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Portugal
2763;2664;Mobile Application Development;41;42;Software Development;10/02/2020;3;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2764;2665;Mobile Application Development;99;56;Network Administration;18/05/2020;-6;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Junior;Marion190@hotmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Portugal
2765;2666;Mobile Application Development;34;23;Software Development;23/02/2020;-10;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;jw@gmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2766;2667;Mobile Application Development;67;28;Software Development;09/02/2020;-8;High Quality Work;MA1;Marion Antoine;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2767;2668;Mobile Application Development;59;56;Software Development;14/01/2020;3;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Junior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;Luxembourg
2768;2669;Mobile Application Development;92;31;Network Administration;18/03/2020;1;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;jw@gmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2769;2670;Mobile Application Development;49;42;Software Development;14/01/2020;10;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Street 92, 90, New York;Luxembourg
2770;2671;Mobile Application Development;76;27;Software Development;11/03/2020;-5;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;jw@gmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2771;2672;Mobile Application Development;26;19;Software Development;09/04/2020;-8;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2772;2673;Mobile Application Development;82;18;Software Development;04/04/2020;8;Non-expert, problem unsolved;MA1;Marion Antoine;Junior;Marion190@hotmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2773;2674;Mobile Application Development;70;12;Software Development;09/05/2020;4;Non-expert, problem unsolved;MS3;John Wayne;Senior;jw@gmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;USA
2774;2675;Mobile Application Development;78;18;Software Development;26/02/2020;4;Non-expert, problem unsolved;MS3;John Wayne;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Boulevard Royal, 100;Luxembourg
2775;2676;Mobile Application Development;46;33;Software Development;05/01/2020;4;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2776;2677;Mobile Application Development;73;26;Software Development;24/01/2020;4;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Junior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Boulevard Royal, 100;USA
2777;2678;Mobile Application Development;35;11;Software Development;25/01/2020;-2;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2778;2679;Mobile Application Development;21;15;Software Development;11/01/2020;10;High Quality Work;JW1;Maria Sousa;Junior;Marion190@hotmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2779;2680;Mobile Application Development;80;25;Network Administration;22/05/2020;0;Non-expert, problem unsolved;MA1;John Wayne;Senior;ms10@isep.ipp.pt;223654587;LU120010001234567891;Street 92, 90, New York;Portugal
2780;2681;Mobile Application Development;38;53;Software Development;06/04/2020;-4;High Quality Work;MS3;John Wayne;Junior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Street 92, 90, New York;USA
2781;2682;Mobile Application Development;39;18;Software Development;12/05/2020;-6;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2782;2683;Mobile Application Development;48;42;Software Development;27/01/2020;-1;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2783;2684;Mobile Application Development;79;20;Software Development;15/05/2020;-10;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Street 92, 90, New York;Luxembourg
2784;2685;Mobile Application Development;73;20;Software Development;10/01/2020;-5;High Quality Work;JW1;Maria Sousa;Senior;jw@gmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Portugal
2785;2686;Mobile Application Development;40;23;Software Development;22/05/2020;5;Medium Quality Work, not an expert in Web development;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;Portugal
2786;2687;Mobile Application Development;89;28;Network Administration;21/01/2020;-7;High Quality Work;MA1;Maria Sousa;Junior;Marion190@hotmail.com;213456789;PT120010001234567891;Street 92, 90, New York;Portugal
2787;2688;Mobile Application Development;28;36;Software Development;05/02/2020;5;High Quality Work;MS3;John Wayne;Senior;jw@gmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2788;2689;Mobile Application Development;75;56;Network Administration;12/04/2020;10;High Quality Work;MS3;John Wayne;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Street 92, 90, New York;Portugal
2789;2690;Mobile Application Development;72;43;Software Development;25/05/2020;4;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;jw@gmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2790;2691;Mobile Application Development;81;52;Network Administration;12/04/2020;0;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;jw@gmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2791;2692;Mobile Application Development;32;30;Software Development;13/01/2020;9;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Senior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2792;2693;Mobile Application Development;92;40;Software Development;19/03/2020;-1;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Senior;jw@gmail.com;921654987;PT120010001234567891;Boulevard Royal, 100;Portugal
2793;2694;Mobile Application Development;80;41;Network Administration;01/03/2020;-6;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;USA
2794;2695;Mobile Application Development;84;48;Software Development;28/05/2020;-1;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2795;2696;Mobile Application Development;86;18;Software Development;18/01/2020;7;High Quality Work;MS3;John Wayne;Senior;jw@gmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;USA
2796;2697;Mobile Application Development;30;37;Software Development;26/01/2020;5;Non-expert, problem unsolved;JW1;Marion Antoine;Junior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2797;2698;Mobile Application Development;40;20;Software Development;01/05/2020;6;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;ms10@isep.ipp.pt;921654987;US120010001234567891;Street 92, 90, New York;USA
2798;2699;Mobile Application Development;90;44;Software Development;26/03/2020;-2;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2799;2700;Mobile Application Development;99;39;Software Development;28/04/2020;7;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Junior;jw@gmail.com;921654987;PT120010001234567891;Street 92, 90, New York;USA
2800;2701;Mobile Application Development;90;28;Software Development;08/01/2020;9;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Boulevard Royal, 100;USA
2801;2702;Mobile Application Development;67;18;Network Administration;14/04/2020;2;Non-expert, problem unsolved;MA1;John Wayne;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
2802;2703;Mobile Application Development;73;12;Software Development;18/01/2020;4;Non-expert, problem unsolved;MA1;Maria Sousa;Junior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2803;2704;Mobile Application Development;79;44;Software Development;08/01/2020;-4;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2804;2705;Mobile Application Development;44;56;Software Development;10/01/2020;-4;Medium Quality Work, not an expert in Web development;JW1;John Wayne;Junior;jw@gmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2805;2706;Mobile Application Development;94;53;Network Administration;13/05/2020;4;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;jw@gmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2806;2707;Mobile Application Development;68;56;Software Development;23/01/2020;7;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;Marion190@hotmail.com;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2807;2708;Mobile Application Development;97;50;Software Development;24/04/2020;6;Non-expert, problem unsolved;JW1;John Wayne;Senior;Marion190@hotmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;Luxembourg
2808;2709;Mobile Application Development;39;50;Network Administration;14/01/2020;-3;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Junior;jw@gmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Portugal
2809;2710;Mobile Application Development;99;46;Software Development;09/03/2020;-3;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;jw@gmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Luxembourg
2810;2711;Mobile Application Development;46;26;Network Administration;07/03/2020;5;High Quality Work;MA1;Marion Antoine;Junior;ms10@isep.ipp.pt;213456789;US120010001234567891;Boulevard Royal, 100;Luxembourg
2811;2712;Mobile Application Development;29;20;Software Development;30/04/2020;5;High Quality Work;MS3;Marion Antoine;Junior;Marion190@hotmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2812;2713;Mobile Application Development;97;52;Software Development;26/01/2020;10;High Quality Work;MA1;Maria Sousa;Junior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Street 92, 90, New York;Luxembourg
2813;2714;Mobile Application Development;62;26;Software Development;18/05/2020;-6;Non-expert, problem unsolved;JW1;John Wayne;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
2814;2715;Mobile Application Development;68;36;Software Development;20/01/2020;4;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;Marion190@hotmail.com;223654587;PT120010001234567891;Street 92, 90, New York;USA
2815;2716;Mobile Application Development;92;14;Software Development;20/05/2020;2;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
2816;2717;Mobile Application Development;59;40;Network Administration;07/02/2020;-6;Non-expert, problem unsolved;MS3;John Wayne;Junior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2817;2718;Mobile Application Development;30;10;Software Development;26/04/2020;-10;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Senior;jw@gmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
2818;2719;Mobile Application Development;78;29;Software Development;30/03/2020;-9;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Boulevard Royal, 100;USA
2819;2720;Mobile Application Development;29;28;Software Development;04/02/2020;-2;High Quality Work;MA1;John Wayne;Senior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
2820;2721;Mobile Application Development;70;18;Software Development;05/02/2020;2;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Junior;jw@gmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Luxembourg
2821;2722;Mobile Application Development;78;45;Software Development;04/01/2020;6;High Quality Work;MA1;Maria Sousa;Senior;jw@gmail.com;213456789;PT120010001234567891;Street 92, 90, New York;USA
